city,time,name,rate,type,location,price
Brisbane,10-11,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,10-11,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",123
Brisbane,10-11,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,11-12,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",180
Brisbane,11-12,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",97
Brisbane,11-12,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",157
Brisbane,11-12,Mercure Clear Mountain Lodge,Very good ,Hotel,"Brisbane, 23.0 km to City centre",114
Brisbane,11-12,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",151
Brisbane,11-12,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",153
Brisbane,11-12,Atlas Apartments,Excellent ,House / Apartment,"Brisbane, 1.0 km to City centre",189
Brisbane,11-12,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",227
Brisbane,11-12,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",156
Brisbane,11-12,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",127
Brisbane,11-12,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",188
Brisbane,11-12,Hotel Oaks Charlotte Towers Brisbane,Very good ,Serviced apartment,"Brisbane, 0.4 km to City centre",149
Brisbane,11-12,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",170
Brisbane,11-12,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",135
Brisbane,11-12,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,11-12,Eatons Hill,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",199
Brisbane,11-12,Oaks Felix Brisbane,Very good ,,"Brisbane, 0.6 km to City centre",151
Brisbane,11-12,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",188
Brisbane,11-12,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",104
Brisbane,11-12,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,11-12,Park Regis North Quay,Very good ,Serviced apartment,"Brisbane, 0.8 km to City centre",125
Brisbane,11-12,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",148
Brisbane,11-12,Meriton Suites Adelaide Street,Excellent ,Serviced apartment,"Brisbane, 1.3 km to City centre",172
Brisbane,11-12,Arena Apartments,Very good ,,"Brisbane, 1.2 km to City centre",218
Brisbane,11-12,Hotel Hilton Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",210
Brisbane,12-13,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,12-13,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",303
Brisbane,12-13,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",267
Brisbane,12-13,Mercure Clear Mountain Lodge,Very good ,Hotel,"Brisbane, 23.0 km to City centre",114
Brisbane,12-13,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",249
Brisbane,12-13,Atlas Apartments,Excellent ,House / Apartment,"Brisbane, 1.0 km to City centre",303
Brisbane,12-13,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",454
Brisbane,12-13,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,12-13,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",220
Brisbane,12-13,Eatons Hill,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",199
Brisbane,12-13,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",318
Brisbane,12-13,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",265
Brisbane,12-13,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",179
Brisbane,12-13,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",299
Brisbane,12-13,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",245
Brisbane,12-13,Four Points by Sheraton Brisbane,Excellent ,Hotel,"Brisbane, 0.5 km to City centre",287
Brisbane,12-13,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,12-13,Hotel Oaks Charlotte Towers Brisbane,Very good ,Serviced apartment,"Brisbane, 0.4 km to City centre",219
Brisbane,12-13,Forest Lodge Apartments,Good ,Serviced apartment,"Brisbane, 5.6 km to City centre",100
Brisbane,12-13,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",100
Brisbane,12-13,Oaks Mews,Excellent ,Serviced apartment,"Brisbane, 2.8 km to City centre",199
Brisbane,12-13,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",260
Brisbane,12-13,Toowong Villas,Very good ,Serviced apartment,"Brisbane, 3.5 km to City centre",160
Brisbane,12-13,Bridgewater Apartments,Good ,Serviced apartment,"Brisbane, 1.3 km to City centre",145
Brisbane,12-13,Meriton Suites Adelaide Street,Excellent ,Serviced apartment,"Brisbane, 1.3 km to City centre",222
Brisbane,13-14,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,13-14,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,13-14,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",177
Brisbane,13-14,Atlas Apartments,Excellent ,House / Apartment,"Brisbane, 1.0 km to City centre",199
Brisbane,13-14,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,13-14,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",166
Brisbane,13-14,Mercure Clear Mountain Lodge,Very good ,Hotel,"Brisbane, 23.0 km to City centre",204
Brisbane,13-14,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",175
Brisbane,13-14,Hotel Oaks Charlotte Towers Brisbane,Very good ,Serviced apartment,"Brisbane, 0.4 km to City centre",169
Brisbane,13-14,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",153
Brisbane,13-14,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",394
Brisbane,13-14,Arena Apartments,Very good ,,"Brisbane, 1.2 km to City centre",170
Brisbane,13-14,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",135
Brisbane,13-14,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",224
Brisbane,13-14,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,13-14,Eatons Hill,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",199
Brisbane,13-14,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",161
Brisbane,13-14,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,13-14,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",186
Brisbane,13-14,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",265
Brisbane,13-14,Oaks Felix Brisbane,Very good ,,"Brisbane, 0.6 km to City centre",175
Brisbane,13-14,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",199
Brisbane,13-14,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",208
Brisbane,13-14,Meriton Suites Adelaide Street,Excellent ,Serviced apartment,"Brisbane, 1.3 km to City centre",182
Brisbane,13-14,Park Regis North Quay,Very good ,Serviced apartment,"Brisbane, 0.8 km to City centre",143
Brisbane,14-15,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,14-15,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,14-15,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",177
Brisbane,14-15,Mercure Clear Mountain Lodge,Very good ,Hotel,"Brisbane, 23.0 km to City centre",184
Brisbane,14-15,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",203
Brisbane,14-15,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",218
Brisbane,14-15,Atlas Apartments,Excellent ,House / Apartment,"Brisbane, 1.0 km to City centre",199
Brisbane,14-15,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",153
Brisbane,14-15,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",334
Brisbane,14-15,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",167
Brisbane,14-15,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",127
Brisbane,14-15,Arena Apartments,Very good ,,"Brisbane, 1.2 km to City centre",170
Brisbane,14-15,Eatons Hill,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",199
Brisbane,14-15,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",208
Brisbane,14-15,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",224
Brisbane,14-15,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",135
Brisbane,14-15,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,14-15,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,14-15,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",149
Brisbane,14-15,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",227
Brisbane,14-15,Meriton Suites Adelaide Street,Excellent ,Serviced apartment,"Brisbane, 1.3 km to City centre",172
Brisbane,14-15,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",186
Brisbane,14-15,Hotel Hilton Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",210
Brisbane,14-15,Oaks Felix Brisbane,Very good ,,"Brisbane, 0.6 km to City centre",199
Brisbane,14-15,Park Regis North Quay,Very good ,Serviced apartment,"Brisbane, 0.8 km to City centre",143
Brisbane,15-16,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",113
Brisbane,15-16,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",207
Brisbane,15-16,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",207
Brisbane,15-16,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",158
Brisbane,15-16,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",176
Brisbane,15-16,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",162
Brisbane,15-16,Mercure Clear Mountain Lodge,Very good ,Hotel,"Brisbane, 23.0 km to City centre",174
Brisbane,15-16,Hotel Hilton Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",195
Brisbane,15-16,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",210
Brisbane,15-16,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",149
Brisbane,15-16,Quest Cannon Hill,Excellent ,House / Apartment,"Brisbane, 6.4 km to City centre",153
Brisbane,15-16,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",313
Brisbane,15-16,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",180
Brisbane,15-16,Four Points by Sheraton Brisbane,Excellent ,Hotel,"Brisbane, 0.5 km to City centre",157
Brisbane,15-16,Hotel Treasury Brisbane,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",254
Brisbane,15-16,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,15-16,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",150
Brisbane,15-16,Sofitel Brisbane Central,Excellent ,Hotel,"Brisbane, 0.6 km to City centre",239
Brisbane,15-16,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,15-16,Park Regis North Quay,Very good ,Serviced apartment,"Brisbane, 0.8 km to City centre",143
Brisbane,15-16,Travelodge Garden City Brisbane,Very good ,Hotel,"Brisbane, 12.2 km to City centre",116
Brisbane,15-16,Pullman Brisbane Airport,Excellent ,Hotel,"Brisbane, 13.8 km to City centre",224
Brisbane,15-16,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",110
Brisbane,15-16,Hotel ibis budget Brisbane Airport, ,Hotel,"Brisbane, 8.3 km to City centre",99
Brisbane,15-16,Adina Apartment Hotel Brisbane Anzac Square,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",161
Brisbane,16-17,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",113
Brisbane,16-17,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",187
Brisbane,16-17,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",190
Brisbane,16-17,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",158
Brisbane,16-17,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",167
Brisbane,16-17,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",227
Brisbane,16-17,Quest Cannon Hill,Excellent ,House / Apartment,"Brisbane, 6.4 km to City centre",153
Brisbane,16-17,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",150
Brisbane,16-17,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",180
Brisbane,16-17,Four Points by Sheraton Brisbane,Excellent ,Hotel,"Brisbane, 0.5 km to City centre",173
Brisbane,16-17,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,16-17,Forest Lodge Apartments,Good ,Serviced apartment,"Brisbane, 5.6 km to City centre",100
Brisbane,16-17,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",139
Brisbane,16-17,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",284
Brisbane,16-17,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",110
Brisbane,16-17,Hotel ibis budget Brisbane Airport, ,Hotel,"Brisbane, 8.3 km to City centre",99
Brisbane,16-17,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",144
Brisbane,16-17,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",162
Brisbane,16-17,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",255
Brisbane,16-17,Benson Court,Good ,Hotel,"Brisbane, 3.6 km to City centre",116
Brisbane,16-17,Adina Apartment Hotel Brisbane Anzac Square,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",170
Brisbane,16-17,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,16-17,Toowong Inn & Suites,Very good ,Motel,"Brisbane, 3.4 km to City centre",151
Brisbane,16-17,Quest Spring Hill Brisbane,Excellent ,Serviced apartment,"Brisbane, 0.8 km to City centre",179
Brisbane,16-17,Hotel Hilton Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",210
Brisbane,17-18,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",97
Brisbane,17-18,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",132
Brisbane,17-18,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,17-18,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",113
Brisbane,17-18,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",137
Brisbane,17-18,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",189
Brisbane,17-18,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",158
Brisbane,17-18,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",119
Brisbane,17-18,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",140
Brisbane,17-18,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",94
Brisbane,17-18,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",123
Brisbane,17-18,Quest Cannon Hill,Excellent ,House / Apartment,"Brisbane, 6.4 km to City centre",165
Brisbane,17-18,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",181
Brisbane,17-18,Four Points by Sheraton Brisbane,Excellent ,Hotel,"Brisbane, 0.5 km to City centre",149
Brisbane,17-18,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",140
Brisbane,17-18,Adina Apartment Hotel Brisbane Anzac Square,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",125
Brisbane,17-18,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",180
Brisbane,17-18,Hotel Brisbane Riverview,Excellent ,Hotel,"Brisbane, 4.2 km to City centre",143
Brisbane,17-18,Hotel Treasury Brisbane,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",201
Brisbane,17-18,Hotel Hilton Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",165
Brisbane,17-18,Rydges Fortitude Valley,Excellent ,Hotel,"Brisbane, 2.3 km to City centre",170
Brisbane,17-18,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",151
Brisbane,17-18,Calamvale,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",181
Brisbane,17-18,Gabba Central Apartments,Good ,Serviced apartment,"Brisbane, 2.1 km to City centre",129
Brisbane,17-18,Hotel Alpha Mosaic Fortitude Valley,Very good ,Hotel,"Brisbane, 2.3 km to City centre",142
Brisbane,18-19,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",97
Brisbane,18-19,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,18-19,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",146
Brisbane,18-19,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",118
Brisbane,18-19,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",167
Brisbane,18-19,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",153
Brisbane,18-19,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",94
Brisbane,18-19,Stamford Plaza Brisbane,Excellent ,Hotel,"Brisbane, 0.7 km to City centre",227
Brisbane,18-19,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",238
Brisbane,18-19,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",167
Brisbane,18-19,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",151
Brisbane,18-19,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",197
Brisbane,18-19,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",186
Brisbane,18-19,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",135
Brisbane,18-19,Arena Apartments,Very good ,,"Brisbane, 1.2 km to City centre",170
Brisbane,18-19,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",188
Brisbane,18-19,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,18-19,Forest Lodge Apartments,Good ,Serviced apartment,"Brisbane, 5.6 km to City centre",100
Brisbane,18-19,Adina Apartment Hotel Brisbane Anzac Square,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",152
Brisbane,18-19,Calamvale,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",181
Brisbane,18-19,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",105
Brisbane,18-19,Hotel ibis budget Brisbane Airport, ,Hotel,"Brisbane, 8.3 km to City centre",99
Brisbane,18-19,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",139
Brisbane,18-19,Oaks Felix Brisbane,Very good ,,"Brisbane, 0.6 km to City centre",156
Brisbane,18-19,Hotel Treasury Brisbane,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",231
Brisbane,19-20,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,19-20,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,19-20,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",167
Brisbane,19-20,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",118
Brisbane,19-20,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",194
Brisbane,19-20,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",153
Brisbane,19-20,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",167
Brisbane,19-20,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",237
Brisbane,19-20,Four Points by Sheraton Brisbane,Excellent ,Hotel,"Brisbane, 0.5 km to City centre",269
Brisbane,19-20,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",186
Brisbane,19-20,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",180
Brisbane,19-20,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",114
Brisbane,19-20,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,19-20,Arena Apartments,Very good ,,"Brisbane, 1.2 km to City centre",170
Brisbane,19-20,Forest Lodge Apartments,Good ,Serviced apartment,"Brisbane, 5.6 km to City centre",100
Brisbane,19-20,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",143
Brisbane,19-20,Calamvale,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",181
Brisbane,19-20,Gabba Central Apartments,Good ,Serviced apartment,"Brisbane, 2.1 km to City centre",129
Brisbane,19-20,Holiday Inn Express Brisbane Central,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",139
Brisbane,19-20,Hotel ibis budget Brisbane Airport, ,Hotel,"Brisbane, 8.3 km to City centre",99
Brisbane,19-20,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,19-20,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",115
Brisbane,19-20,FV by Peppers,Very good ,Hotel,"Brisbane, 1.8 km to City centre",208
Brisbane,19-20,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",224
Brisbane,19-20,Benson Court,Good ,Hotel,"Brisbane, 3.6 km to City centre",116
Brisbane,20-21,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,20-21,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,20-21,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",167
Brisbane,20-21,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",167
Brisbane,20-21,Fleet Lane,Good ,Hotel,"Brisbane, 0.7 km to City centre",153
Brisbane,20-21,Oaks Aurora,Good ,Serviced apartment,"Brisbane, 0.9 km to City centre",218
Brisbane,20-21,Riverside Hotel SouthBank,Good ,Hotel,"Brisbane, 0.7 km to City centre",132
Brisbane,20-21,Great Southern Hotel Brisbane, ,Hotel,"Brisbane, 0.3 km to City centre",114
Brisbane,20-21,Novotel Brisbane South Bank,Excellent ,Hotel,"Brisbane, 1.0 km to City centre",284
Brisbane,20-21,The Point Brisbane Hotel,Excellent ,Hotel,"Brisbane, 1.3 km to City centre",195
Brisbane,20-21,Forest Lodge Apartments,Good ,Serviced apartment,"Brisbane, 5.6 km to City centre",100
Brisbane,20-21,ibis Styles Brisbane Elizabeth Street Hotel,Excellent ,Hotel,"Brisbane, 0.1 km to City centre",143
Brisbane,20-21,Calamvale,Excellent ,Hotel,"Brisbane, 15.9 km to City centre",181
Brisbane,20-21,Arena Apartments,Very good ,Serviced apartment,"Brisbane, 1.2 km to City centre",170
Brisbane,20-21,Raceways Motel,Excellent ,Motel,"Brisbane, 5.9 km to City centre",115
Brisbane,20-21,Hotel ibis budget Brisbane Airport, ,Hotel,"Brisbane, 8.3 km to City centre",99
Brisbane,20-21,Best Western Plus Hotel Diana,Good ,Hotel,"Brisbane, 1.8 km to City centre",144
Brisbane,20-21,Brisbane Casino Towers,Excellent ,House / Apartment,"Brisbane, 0.7 km to City centre",170
Brisbane,20-21,Oaks Casino Towers,Very good ,Serviced apartment,"Brisbane, 0.2 km to City centre",184
Brisbane,20-21,Capri by Fraser Brisbane,Excellent ,Hotel,"Brisbane, 0.4 km to City centre",224
Brisbane,20-21,Oaks Felix Brisbane,Very good ,Serviced apartment,"Brisbane, 0.6 km to City centre",170
Brisbane,20-21,Benson Court,Good ,Hotel,"Brisbane, 3.6 km to City centre",116
Brisbane,20-21,Atlas Apartments,Excellent ,House / Apartment,"Brisbane, 1.0 km to City centre",170
Brisbane,20-21,Chasely Apartment Hotel,Very good ,Serviced apartment,"Brisbane, 2.5 km to City centre",149
Brisbane,20-21,Bridgewater Apartments,Good ,Serviced apartment,"Brisbane, 1.3 km to City centre",145
Brisbane,21-22,The Chermside Apartments,Very good ,Serviced apartment,"Brisbane, 9.3 km to City centre",104
Brisbane,21-22,Ivy Eve Apartments,Excellent ,House / Apartment,"Brisbane, 0.9 km to City centre",170
Brisbane,21-22,Meriton Suites Herschel Street,Excellent ,Serviced apartment,"Brisbane, 0.5 km to City centre",167
Brisbane,21-22,Quest Chermside On Playfield,Excellent ,Serviced apartment,"Brisbane, 9.8 km to City centre",167
